female,white,black,hisp,asian,married,age,collegeS,collegeM,collegeD,calc,books,mathLike,income,big5O,big5C,big5E,big5A,big5N,AMAS,BDI,MCS,GSES,vocabPre,mathPre,vocabPost,mathPost,MCSpost,mathGrp,mathSel,logAge,logBooks,logBDI
1,1,0,0,0,1,33,0,0,0,0,5,0,0,19,12,38,12,23,16,19,7,21,14,5,11,10,9,1,0,3.496507561,1.791759469,2.944438979
1,1,0,0,0,1,57,1,0,0,1,25,0,1,19,20,14,23,24,25,22,10,18,22,5,22,5,12,0,1,4.043051268,3.258096538,3.091042453
1,1,0,0,0,0,41,1,0,0,0,20,0,0,23,27,38,10,22,30,21,7,19,13,6,21,3,7,0,0,3.713572067,3.044522438,3.044522438
0,1,0,0,0,1,40,1,1,1,0,5,0,1,15,9,14,9,40,12,13,10,24,16,11,19,10,11,0,1,3.688879454,1.791759469,2.564949357
1,1,0,0,0,0,25,1,0,0,1,0,1,1,29,16,29,13,21,12,24,22,16,9,11,16,13,23,0,1,3.218875825,0,3.17805383
0,1,0,0,0,1,36,1,1,0,1,5,0,1,25,24,30,19,26,11,18,22,18,22,12,24,15,24,1,1,3.583518938,1.791759469,2.890371758
1,1,0,0,0,0,55,1,0,0,0,30,0,0,29,18,27,23,18,36,29,7,12,19,4,22,5,8,1,0,4.007333185,3.433987204,3.36729583
1,1,0,0,0,0,68,0,1,0,0,5,0,0,18,13,28,12,31,35,14,7,22,19,7,22,6,7,0,0,4.219507705,1.791759469,2.63905733
1,1,0,0,0,0,52,1,0,1,1,15,0,1,23,13,37,18,19,31,25,18,17,16,11,16,10,19,1,0,3.951243719,2.772588722,3.218875825
1,1,0,0,0,0,35,1,0,0,1,10,0,1,23,15,30,15,24,22,23,18,18,11,10,17,10,18,0,0,3.555348061,2.397895273,3.135494216
1,1,0,0,0,0,50,0,0,0,1,10,1,1,22,16,28,22,15,11,26,19,19,14,10,17,8,20,1,0,3.912023005,2.397895273,3.258096538
1,1,0,0,0,1,52,0,0,0,0,15,0,1,27,15,26,21,17,37,18,6,16,11,5,18,3,6,0,0,3.951243719,2.772588722,2.890371758
1,1,0,0,0,1,45,1,1,1,0,60,0,1,17,20,32,9,30,19,15,14,19,14,5,13,4,14,1,0,3.80666249,4.110873864,2.708050201
1,1,0,0,0,0,27,1,1,1,1,5,1,0,23,33,27,24,12,23,23,24,15,18,12,20,11,24,0,1,3.295836866,1.791759469,3.135494216
0,1,0,0,0,0,35,0,0,0,0,5,0,0,14,21,38,25,14,13,23,14,14,23,10,18,14,20,1,1,3.555348061,1.791759469,3.135494216
1,0,1,0,0,1,30,1,1,1,1,20,1,1,19,27,23,25,18,30,34,15,17,10,3,6,3,17,1,1,3.401197382,3.044522438,3.526360525
1,1,0,0,0,1,70,1,0,0,0,10,1,1,16,26,18,16,38,16,18,13,18,21,9,18,8,12,1,0,4.248495242,2.397895273,2.890371758
0,0,0,1,0,0,36,1,0,0,1,0,1,1,36,15,37,23,34,9,16,24,17,12,12,15,15,24,0,1,3.583518938,0,2.772588722
1,1,0,0,0,1,44,1,1,1,1,40,1,1,12,17,17,26,16,14,28,24,15,18,12,19,15,24,0,0,3.784189634,3.713572067,3.33220451
1,1,0,0,0,0,31,1,1,1,0,5,0,1,25,27,23,18,22,27,14,11,18,21,5,21,3,9,0,0,3.433987204,1.791759469,2.63905733
0,1,0,0,0,1,70,1,0,0,0,15,0,1,19,25,36,18,15,27,24,18,17,20,9,19,13,24,1,1,4.248495242,2.772588722,3.17805383
1,1,0,0,0,0,43,0,0,0,1,15,1,0,22,23,19,20,22,12,16,21,16,20,12,21,13,21,0,0,3.761200116,2.772588722,2.772588722
1,1,0,0,0,0,55,1,0,1,0,0,0,0,27,26,40,40,8,32,44,6,8,19,9,24,5,6,0,0,4.007333185,0,3.784189634
1,1,0,0,0,0,27,0,1,1,0,10,0,0,11,30,37,27,14,23,26,14,12,16,6,21,11,14,1,0,3.295836866,2.397895273,3.258096538
0,1,0,0,0,0,44,0,0,0,0,0,0,1,20,9,25,19,32,15,13,12,23,12,5,13,3,12,1,0,3.784189634,0,2.564949357
1,1,0,0,0,1,65,1,1,0,0,10,0,1,20,9,32,21,20,30,17,7,15,18,9,16,8,8,1,0,4.17438727,2.397895273,2.833213344
1,1,0,0,0,1,52,0,1,0,0,5,0,1,33,24,33,33,11,34,41,6,15,22,7,24,7,6,1,0,3.951243719,1.791759469,3.713572067
1,1,0,0,0,0,61,0,0,0,0,5,0,0,20,15,22,26,30,10,14,6,22,18,9,21,6,12,1,0,4.110873864,1.791759469,2.63905733
1,1,0,0,0,1,32,1,0,0,0,5,1,1,28,17,18,24,28,22,19,21,16,21,6,20,9,21,0,1,3.465735903,1.791759469,2.944438979
0,1,0,0,0,1,21,0,0,0,1,5,0,1,16,24,32,29,20,33,26,21,10,13,7,16,11,15,1,0,3.044522438,1.791759469,3.258096538
1,1,0,0,0,0,64,0,0,1,0,5,0,1,14,16,14,12,32,23,14,6,17,18,6,24,5,6,0,0,4.158883083,1.791759469,2.63905733
1,1,0,0,0,1,46,1,0,0,0,0,0,1,25,16,28,23,20,27,16,11,18,16,8,18,7,17,1,0,3.828641396,0,2.772588722
1,1,0,0,0,1,42,1,1,0,0,20,0,1,28,17,28,16,27,25,13,6,19,14,8,9,10,12,1,0,3.737669618,3.044522438,2.564949357
1,1,0,0,0,1,34,0,0,0,0,0,0,1,28,15,24,13,30,34,13,7,20,13,6,17,8,7,0,0,3.526360525,0,2.564949357
1,1,0,0,0,1,28,1,0,1,1,5,1,0,15,10,30,15,40,19,15,18,22,10,6,17,6,18,0,1,3.33220451,1.791759469,2.708050201
1,1,0,0,0,1,49,1,0,0,1,10,1,1,23,20,20,22,32,20,17,22,18,14,5,14,6,20,0,0,3.891820298,2.397895273,2.833213344
1,1,0,0,0,0,40,0,0,0,0,5,0,0,21,20,30,20,25,22,15,12,17,10,5,15,7,12,0,0,3.688879454,1.791759469,2.708050201
1,0,0,0,0,0,22,0,0,0,0,15,0,1,24,27,25,22,13,29,22,12,15,20,6,17,7,14,0,0,3.091042453,2.772588722,3.091042453
1,1,0,0,0,1,56,0,0,0,1,5,0,1,20,11,23,11,34,9,18,18,22,12,11,18,11,18,0,0,4.025351691,1.791759469,2.890371758
1,0,0,1,0,1,34,1,0,0,0,10,0,1,20,11,16,23,23,14,13,17,21,23,9,21,10,17,0,0,3.526360525,2.397895273,2.564949357
1,1,0,0,0,0,55,0,1,1,0,5,1,1,18,11,14,9,35,14,13,14,24,10,9,17,8,18,1,1,4.007333185,1.791759469,2.564949357
0,1,0,0,0,0,69,0,0,0,0,5,0,1,18,9,15,10,38,16,13,12,22,19,4,21,5,12,0,0,4.234106505,1.791759469,2.564949357
0,1,0,0,0,0,46,0,1,0,1,15,1,0,16,15,39,12,10,23,25,24,10,19,10,20,13,24,0,1,3.828641396,2.772588722,3.218875825
1,1,0,0,0,1,51,1,1,1,1,5,1,1,22,13,26,16,28,20,16,19,17,14,9,14,11,24,1,1,3.931825633,1.791759469,2.772588722
0,0,0,0,1,0,28,1,0,0,1,50,1,1,35,30,36,28,19,13,13,18,12,23,11,23,15,18,0,1,3.33220451,3.931825633,2.564949357
1,1,0,0,0,0,47,1,0,0,1,60,1,1,27,19,30,28,26,14,17,18,19,22,12,22,13,19,0,0,3.850147602,4.110873864,2.833213344
0,0,0,1,0,0,36,1,1,0,1,0,1,0,26,22,37,21,28,17,24,20,17,17,12,20,15,20,0,1,3.583518938,0,3.17805383
1,0,0,0,1,1,50,1,0,0,0,5,0,1,10,24,21,32,27,15,14,24,22,17,7,18,11,24,1,0,3.912023005,1.791759469,2.63905733
0,0,1,0,0,0,21,0,1,1,1,0,1,1,26,20,35,21,29,19,13,22,18,16,12,20,15,21,0,1,3.044522438,0,2.564949357
1,1,0,0,0,0,49,1,0,0,1,0,0,1,31,27,35,22,10,28,47,6,8,14,4,16,8,6,0,0,3.891820298,0,3.850147602
1,1,0,0,0,1,40,1,1,1,0,20,0,1,25,9,35,22,33,11,13,6,23,17,9,22,11,12,1,1,3.688879454,3.044522438,2.564949357
1,1,0,0,0,1,30,1,1,0,1,60,0,1,19,20,32,16,22,20,15,14,17,19,11,22,12,14,0,0,3.401197382,4.110873864,2.708050201
1,1,0,0,0,0,46,1,1,1,1,10,0,1,12,10,26,15,38,23,13,12,22,24,3,21,2,13,0,0,3.828641396,2.397895273,2.564949357
1,0,0,0,1,1,36,1,0,1,1,10,1,1,30,20,23,27,21,19,14,18,16,16,10,21,13,18,0,1,3.583518938,2.397895273,2.63905733
1,0,0,0,1,1,40,1,1,1,1,10,0,1,17,13,27,12,37,26,13,7,18,15,2,16,4,13,1,0,3.688879454,2.397895273,2.564949357
0,1,0,0,1,0,34,0,0,0,1,0,0,1,31,17,33,25,26,20,24,18,17,17,8,14,10,18,1,1,3.526360525,0,3.17805383
1,1,0,0,0,1,27,0,0,0,1,5,0,1,28,14,26,9,28,19,15,16,19,24,4,21,5,12,1,0,3.295836866,1.791759469,2.708050201
1,1,0,0,0,0,49,1,0,0,0,5,0,1,20,26,14,25,22,21,14,6,17,18,2,22,4,6,1,0,3.891820298,1.791759469,2.63905733
1,1,0,0,0,0,24,0,0,0,1,5,0,1,28,22,30,23,17,17,27,11,13,14,8,15,12,10,1,0,3.17805383,1.791759469,3.295836866
0,1,0,0,0,0,44,1,1,1,1,10,0,1,15,19,21,19,17,22,16,10,19,23,5,23,6,8,0,0,3.784189634,2.397895273,2.772588722
0,1,0,0,0,0,51,0,0,1,1,25,0,0,19,24,13,26,28,17,13,18,18,20,8,20,10,18,1,0,3.931825633,3.258096538,2.564949357
0,1,0,0,0,1,38,1,0,1,0,5,1,1,36,20,30,26,21,9,23,7,17,13,6,15,7,6,1,0,3.63758616,1.791759469,3.135494216
1,1,0,0,0,1,43,0,0,0,1,5,0,0,37,19,33,24,22,18,13,8,18,23,9,23,9,12,1,0,3.761200116,1.791759469,2.564949357
0,0,1,0,0,0,35,1,0,0,0,5,1,1,12,9,12,12,40,9,13,24,24,23,9,23,12,24,0,0,3.555348061,1.791759469,2.564949357
1,1,0,1,0,1,36,0,0,0,1,10,0,1,24,31,22,18,16,20,15,10,16,20,10,18,11,17,1,1,3.583518938,2.397895273,2.708050201
0,1,0,0,0,0,37,0,0,0,0,25,0,0,21,16,23,17,21,19,38,7,9,15,4,16,7,13,1,0,3.610917913,3.258096538,3.63758616
1,1,0,0,0,1,68,0,0,1,0,30,0,1,16,17,22,15,29,21,14,13,21,17,11,22,9,10,1,0,4.219507705,3.433987204,2.63905733
0,0,0,0,1,0,23,0,0,0,1,0,1,0,26,24,35,25,17,33,42,9,13,12,6,10,6,9,0,1,3.135494216,0,3.737669618
1,1,0,0,0,0,23,0,0,0,0,0,1,0,22,19,31,13,27,11,16,12,17,12,8,16,6,12,0,0,3.135494216,0,2.772588722
1,1,0,0,0,1,53,1,0,0,0,10,0,0,29,10,33,14,13,14,15,12,14,17,6,20,14,15,0,0,3.970291914,2.397895273,2.708050201
1,1,0,0,0,1,33,1,1,0,0,5,0,1,26,31,20,27,27,15,13,13,14,10,4,3,3,12,0,0,3.496507561,1.791759469,2.564949357
0,1,0,0,0,0,37,1,0,0,1,5,1,1,10,12,29,20,36,12,13,24,23,21,11,24,13,24,1,1,3.610917913,1.791759469,2.564949357
0,0,0,0,1,0,38,1,1,1,0,10,0,1,16,18,27,24,26,17,13,17,18,21,11,24,13,18,1,0,3.63758616,2.397895273,2.564949357
0,1,0,0,0,1,43,1,0,0,0,25,0,0,19,21,33,17,24,28,16,15,18,18,7,19,7,12,1,0,3.761200116,3.258096538,2.772588722
0,0,0,1,0,0,40,0,0,0,0,20,0,0,18,23,32,27,16,18,34,6,8,12,2,14,3,6,0,0,3.688879454,3.044522438,3.526360525
0,0,1,0,0,1,32,1,0,1,1,15,1,1,25,26,20,28,22,31,17,19,20,12,6,9,10,20,1,0,3.465735903,2.772588722,2.833213344
0,0,1,0,0,0,29,0,0,0,1,5,0,1,19,27,36,14,40,9,13,18,15,16,5,20,10,18,0,1,3.36729583,1.791759469,2.564949357
0,1,0,0,0,1,45,1,0,1,1,5,0,1,22,16,33,19,33,14,22,8,18,15,11,17,11,8,0,1,3.80666249,1.791759469,3.091042453
0,1,0,0,0,1,39,0,0,0,1,10,0,0,16,13,25,22,18,30,13,12,17,11,6,15,6,12,0,0,3.663561646,2.397895273,2.564949357
0,0,0,0,1,0,44,0,1,1,0,0,0,0,24,26,14,11,40,14,14,6,17,13,9,20,9,6,0,0,3.784189634,0,2.63905733
1,1,0,0,0,0,25,0,1,0,0,10,1,1,25,9,21,12,33,16,13,18,19,10,8,17,10,19,0,1,3.218875825,2.397895273,2.564949357
0,1,0,0,0,1,45,1,0,1,1,5,0,1,32,20,22,40,14,16,13,16,16,12,10,19,11,18,0,0,3.80666249,1.791759469,2.564949357
1,0,0,0,1,1,35,1,0,0,1,5,1,1,38,27,23,23,25,15,13,18,18,12,11,15,10,18,0,1,3.555348061,1.791759469,2.564949357
0,1,0,0,0,0,62,0,0,0,1,0,1,0,19,26,22,26,13,14,25,22,18,13,12,14,9,24,1,1,4.127134385,0,3.218875825
0,1,0,0,0,1,32,1,1,1,1,0,1,1,28,10,23,25,28,23,13,16,22,17,12,16,12,17,0,1,3.465735903,0,2.564949357
0,1,0,1,0,0,30,1,1,1,1,40,0,1,12,24,14,28,25,14,21,24,24,15,8,17,12,18,1,0,3.401197382,3.713572067,3.044522438
0,1,0,0,0,0,42,1,1,1,1,25,0,1,27,17,28,16,33,12,14,18,17,21,11,16,13,24,1,0,3.737669618,3.258096538,2.63905733
1,1,0,0,0,0,58,0,0,1,0,30,0,0,29,16,34,11,23,23,18,6,16,21,3,17,7,6,1,0,4.060443011,3.433987204,2.890371758
1,1,0,0,0,1,61,1,0,0,1,45,0,1,20,10,19,13,34,20,13,19,19,22,12,22,13,23,1,0,4.110873864,3.828641396,2.564949357
1,1,0,0,0,0,51,1,0,1,1,0,0,1,24,11,22,12,32,25,13,13,18,13,4,12,7,12,1,0,3.931825633,0,2.564949357
1,1,0,0,0,0,38,1,0,1,0,5,0,1,17,9,32,18,30,11,22,17,22,21,12,23,15,22,1,0,3.63758616,1.791759469,3.091042453
0,1,0,0,0,0,58,1,0,0,0,25,0,1,24,39,32,36,15,28,42,6,10,23,8,23,6,7,0,0,4.060443011,3.258096538,3.737669618
1,1,0,0,0,0,65,0,0,1,0,30,0,0,21,23,35,12,15,17,24,12,17,16,10,18,11,20,1,0,4.17438727,3.433987204,3.17805383
0,1,0,0,0,0,46,1,0,0,0,5,0,1,24,16,23,23,24,28,15,6,19,16,8,16,8,13,1,0,3.828641396,1.791759469,2.708050201
0,1,0,0,0,0,28,1,1,1,1,10,1,1,44,9,9,21,38,14,13,24,24,19,12,20,14,24,0,1,3.33220451,2.397895273,2.564949357
1,1,0,0,0,0,46,0,0,0,0,5,0,0,11,31,39,29,10,19,14,8,6,18,10,17,11,23,1,0,3.828641396,1.791759469,2.63905733
0,1,0,0,0,1,36,1,0,0,1,5,1,1,32,15,20,21,34,11,14,24,21,13,12,15,15,24,1,1,3.583518938,1.791759469,2.63905733
1,1,0,0,0,1,37,0,0,0,0,5,0,1,24,14,21,19,23,17,14,6,20,14,7,10,4,9,1,0,3.610917913,1.791759469,2.63905733
0,0,1,0,0,0,22,0,1,1,1,5,1,1,22,27,17,23,19,20,34,17,17,9,9,14,12,18,0,1,3.091042453,1.791759469,3.526360525
1,1,0,0,0,0,19,0,1,1,0,0,0,1,29,26,40,11,17,24,15,18,13,11,9,12,14,24,1,0,2.944438979,0,2.708050201
0,1,0,0,0,1,52,1,0,0,1,5,0,0,33,29,25,28,23,24,31,15,15,12,4,17,2,15,1,0,3.951243719,1.791759469,3.433987204
0,1,1,1,0,1,30,0,0,0,0,10,1,1,26,9,29,15,40,11,13,18,24,9,9,13,13,18,1,1,3.401197382,2.397895273,2.564949357
1,1,0,0,0,0,35,0,0,0,0,5,0,0,20,44,27,23,8,45,43,6,11,10,5,12,3,14,1,1,3.555348061,1.791759469,3.761200116
1,1,0,0,0,1,43,1,0,0,0,5,0,1,34,18,18,19,26,10,13,24,18,19,9,15,11,24,1,1,3.761200116,1.791759469,2.564949357
0,1,0,0,0,0,75,1,0,0,1,5,0,0,13,14,23,24,26,12,13,24,18,23,12,18,15,24,0,1,4.317488114,1.791759469,2.564949357
1,1,0,1,0,0,27,1,0,0,1,10,0,0,18,27,34,20,17,17,31,19,18,15,9,20,6,20,0,0,3.295836866,2.397895273,3.433987204
1,1,0,0,0,1,43,1,0,0,0,5,1,1,12,19,23,28,11,23,29,16,15,20,12,15,10,18,1,0,3.761200116,1.791759469,3.36729583
0,1,0,0,0,0,72,1,0,1,0,20,0,1,21,12,22,17,35,20,16,6,23,21,8,20,8,6,0,0,4.276666119,3.044522438,2.772588722
1,0,0,0,1,1,32,1,1,1,1,5,0,1,20,18,20,20,30,18,13,18,18,19,12,21,15,24,1,0,3.465735903,1.791759469,2.564949357
0,0,1,0,0,0,36,1,0,0,1,5,0,0,36,31,24,27,29,25,20,19,19,14,9,16,9,20,0,0,3.583518938,1.791759469,2.995732274
0,1,0,0,0,0,51,1,1,1,1,5,0,1,19,17,23,28,33,12,16,24,21,17,12,17,15,24,1,1,3.931825633,1.791759469,2.772588722
0,0,1,0,0,1,38,0,0,0,1,5,0,1,18,14,22,20,30,23,13,18,18,16,11,15,12,18,0,1,3.63758616,1.791759469,2.564949357
1,1,1,0,0,0,27,0,0,1,1,10,1,0,23,23,19,27,14,20,24,13,22,12,11,20,12,14,0,1,3.295836866,2.397895273,3.17805383
0,1,0,0,0,0,36,0,0,0,0,5,1,0,16,12,22,16,28,13,13,6,18,10,4,10,5,6,1,0,3.583518938,1.791759469,2.564949357
0,1,0,0,0,0,51,1,1,1,1,5,0,0,28,17,26,25,23,15,13,16,18,17,10,21,14,16,0,0,3.931825633,1.791759469,2.564949357
1,1,0,0,0,1,67,1,0,1,1,10,1,1,28,17,25,19,32,22,14,18,21,14,12,14,11,24,1,0,4.204692619,2.397895273,2.63905733
1,1,0,0,0,0,70,1,0,0,0,60,0,0,15,9,20,10,38,13,13,13,22,21,7,20,10,15,1,0,4.248495242,4.110873864,2.564949357
0,1,0,0,0,0,56,0,0,0,1,5,1,1,19,15,20,19,28,17,13,16,20,18,11,23,14,18,0,1,4.025351691,1.791759469,2.564949357
1,1,0,0,0,0,72,1,1,1,0,15,0,1,12,9,9,9,40,10,13,11,24,23,10,24,9,21,1,0,4.276666119,2.772588722,2.564949357
1,1,0,0,0,0,57,0,0,0,0,5,0,0,21,17,17,20,28,36,14,6,16,17,1,18,3,6,1,0,4.043051268,1.791759469,2.63905733
0,1,0,0,0,0,64,1,0,1,1,5,1,0,16,14,32,22,39,12,14,24,22,23,9,19,15,24,1,0,4.158883083,1.791759469,2.63905733
1,1,0,0,0,1,39,0,0,1,0,10,0,1,17,9,32,11,15,14,13,14,21,11,12,17,11,22,1,1,3.663561646,2.397895273,2.564949357
0,1,0,0,0,0,35,1,1,1,1,15,0,1,14,10,19,18,33,13,14,16,21,23,12,24,13,16,0,0,3.555348061,2.772588722,2.63905733
1,1,0,0,0,1,46,1,1,0,1,5,0,1,16,9,31,19,29,16,15,15,21,19,8,23,13,20,1,0,3.828641396,1.791759469,2.708050201
1,1,0,0,0,0,68,0,1,1,0,5,0,0,13,10,16,9,38,19,14,18,23,13,10,20,12,17,0,1,4.219507705,1.791759469,2.63905733
1,1,0,0,0,1,51,1,0,0,0,0,0,1,36,22,33,27,16,27,36,6,13,13,4,12,5,6,1,0,3.931825633,0,3.583518938
1,1,0,0,0,0,49,0,0,0,0,15,0,1,11,16,12,14,37,37,16,6,21,15,3,18,5,6,0,0,3.891820298,2.772588722,2.772588722
0,1,0,0,0,0,45,0,1,0,0,10,1,1,27,17,27,14,34,13,16,15,19,16,11,21,9,15,0,1,3.80666249,2.397895273,2.772588722
0,1,0,0,0,1,52,1,1,1,1,10,0,1,19,15,28,34,15,19,20,18,18,22,10,22,12,24,1,0,3.951243719,2.397895273,2.995732274
1,0,0,0,0,0,64,0,0,1,0,40,0,0,23,27,33,15,16,28,27,6,13,18,5,20,5,6,0,0,4.158883083,3.713572067,3.295836866
0,1,0,0,0,0,59,1,0,0,0,0,1,1,30,23,31,23,21,23,14,14,14,12,6,14,7,14,0,1,4.077537444,0,2.63905733
1,0,0,1,0,1,31,1,1,1,1,10,1,1,29,18,25,31,16,16,16,24,13,11,10,15,15,24,0,1,3.433987204,2.397895273,2.772588722
0,1,0,0,0,0,55,1,1,0,1,15,0,0,22,24,32,26,22,31,15,12,13,21,10,21,12,18,1,0,4.007333185,2.772588722,2.708050201
1,1,0,0,0,1,31,0,0,1,0,60,0,1,33,14,17,18,18,29,21,6,18,10,6,17,7,8,0,0,3.433987204,4.110873864,3.044522438
0,1,0,0,0,0,33,0,0,0,1,35,0,0,17,19,27,24,25,15,19,22,18,23,11,23,14,23,0,0,3.496507561,3.583518938,2.944438979
0,1,0,0,0,0,47,0,0,0,0,5,1,0,15,23,28,28,29,9,18,12,17,16,10,21,12,12,0,1,3.850147602,1.791759469,2.890371758
0,1,0,0,0,0,34,0,0,0,0,0,0,1,33,11,38,19,35,12,13,6,19,20,11,22,10,8,1,0,3.526360525,0,2.564949357
1,1,0,0,0,1,41,1,0,0,0,50,0,1,24,20,28,23,26,22,15,7,18,19,10,22,9,7,0,1,3.713572067,3.931825633,2.708050201
0,1,0,0,0,1,58,0,0,1,0,20,0,0,32,12,33,12,34,25,19,6,17,15,6,20,5,6,0,1,4.060443011,3.044522438,2.944438979
0,1,0,0,0,0,32,1,0,1,0,5,1,1,26,15,18,27,40,21,13,14,16,18,9,14,13,16,1,0,3.465735903,1.791759469,2.564949357
0,0,1,0,0,0,28,1,0,0,1,5,0,1,13,9,20,9,40,9,13,18,24,17,7,17,12,18,0,0,3.33220451,1.791759469,2.564949357
1,1,0,1,0,0,25,0,0,0,0,0,0,0,13,31,33,20,18,9,23,16,18,20,7,14,9,18,1,0,3.218875825,0,3.135494216
0,1,0,0,0,1,57,0,0,1,0,15,0,0,15,35,28,28,19,21,37,10,8,20,7,19,5,20,1,0,4.043051268,2.772588722,3.610917913
0,1,0,0,0,1,68,0,0,0,0,5,1,1,14,10,13,14,38,12,13,11,23,14,10,23,6,13,0,0,4.219507705,1.791759469,2.564949357
1,0,0,0,0,0,37,1,0,1,0,5,0,1,23,18,16,18,28,21,14,6,18,10,4,16,6,6,1,0,3.610917913,1.791759469,2.63905733
1,1,0,0,0,0,43,1,0,0,0,5,0,0,18,11,28,13,37,18,13,6,22,17,5,23,9,6,0,0,3.761200116,1.791759469,2.564949357
1,0,1,0,0,0,50,1,0,0,1,0,0,0,25,20,26,19,28,15,15,18,18,13,7,17,11,18,1,0,3.912023005,0,2.708050201
0,1,0,0,0,0,43,1,0,0,0,5,0,1,18,28,34,29,9,18,28,10,13,18,7,24,8,10,0,0,3.761200116,1.791759469,3.33220451
1,1,0,0,0,1,73,0,0,0,0,10,0,1,38,19,36,23,18,30,23,6,13,15,6,18,4,7,1,0,4.290459441,2.397895273,3.135494216
0,1,0,0,0,0,50,0,0,0,0,10,1,1,29,9,27,11,39,22,13,12,22,12,6,14,5,9,0,0,3.912023005,2.397895273,2.564949357
0,1,0,0,0,0,41,1,1,1,1,30,1,0,26,23,19,27,21,38,32,21,19,4,3,6,4,20,1,1,3.713572067,3.433987204,3.465735903
0,1,0,0,0,0,52,0,0,0,0,10,0,0,12,17,34,14,30,16,18,6,17,18,5,21,7,6,0,0,3.951243719,2.397895273,2.890371758
1,1,0,0,0,0,67,1,1,0,0,60,0,1,10,9,29,17,38,34,16,6,23,20,5,24,6,6,0,0,4.204692619,4.110873864,2.772588722
1,1,0,0,0,0,63,1,0,1,1,5,1,1,27,18,33,15,22,18,17,14,16,21,10,24,10,14,0,1,4.143134726,1.791759469,2.833213344
1,0,0,0,1,1,54,1,0,0,1,5,1,1,21,13,26,15,21,34,15,18,18,21,9,19,14,24,1,1,3.988984047,1.791759469,2.708050201
1,1,0,0,0,0,22,0,1,0,0,20,0,1,14,16,19,18,23,38,13,12,20,17,1,19,3,11,0,0,3.091042453,3.044522438,2.564949357
1,0,1,0,0,0,56,1,0,0,1,10,1,1,29,11,30,17,27,13,21,14,18,19,11,23,11,15,0,1,4.025351691,2.397895273,3.044522438
1,0,0,1,0,1,51,0,0,0,1,5,0,1,30,11,29,13,32,20,14,12,19,22,4,21,8,18,1,0,3.931825633,1.791759469,2.63905733
0,1,0,0,0,0,46,0,0,0,0,15,0,0,15,14,22,21,30,20,14,14,23,16,5,18,3,16,1,0,3.828641396,2.772588722,2.63905733
0,1,0,1,0,0,62,1,0,0,1,15,1,0,21,18,33,17,23,10,15,24,21,24,12,24,15,24,0,1,4.127134385,2.772588722,2.708050201
1,1,0,0,0,0,66,1,0,0,0,15,0,1,22,10,19,17,29,16,17,9,18,18,9,15,10,18,1,0,4.189654742,2.772588722,2.833213344
1,1,0,0,0,0,94,0,0,0,0,10,0,0,26,9,33,13,28,14,15,6,20,15,5,12,5,6,0,0,4.543294782,2.397895273,2.708050201
1,1,0,0,0,1,43,1,1,0,1,10,0,1,23,18,27,13,23,23,18,16,17,16,10,15,11,20,1,0,3.761200116,2.397895273,2.890371758
0,1,0,0,0,1,51,1,0,0,0,25,0,1,19,17,18,16,33,16,13,12,18,19,11,22,9,12,0,1,3.931825633,3.258096538,2.564949357
0,1,0,0,0,1,49,1,1,1,1,5,1,1,18,21,16,15,31,45,16,24,24,18,4,21,8,24,0,0,3.891820298,1.791759469,2.772588722
0,0,1,0,0,0,32,0,1,0,0,20,0,1,22,9,12,9,36,31,13,10,21,22,2,18,5,8,1,0,3.465735903,3.044522438,2.564949357
0,0,1,1,0,1,35,1,1,1,1,15,0,1,20,10,16,17,33,23,13,18,20,16,8,18,10,16,1,0,3.555348061,2.772588722,2.564949357
1,1,0,0,0,0,34,0,0,1,1,5,0,0,13,22,16,14,22,22,31,7,15,13,10,16,9,11,1,0,3.526360525,1.791759469,3.433987204
1,1,0,0,0,0,42,1,1,1,1,5,0,1,32,26,37,32,16,26,31,13,12,20,10,23,8,13,0,0,3.737669618,1.791759469,3.433987204
1,1,0,0,0,0,34,1,1,1,1,5,0,1,18,13,16,9,38,17,13,18,24,12,6,10,5,18,1,0,3.526360525,1.791759469,2.564949357
1,1,0,0,0,0,60,0,0,0,1,15,0,1,20,9,16,10,36,35,15,12,16,9,6,12,6,6,1,0,4.094344562,2.772588722,2.708050201
0,0,1,0,0,0,55,0,0,0,0,0,1,1,17,11,22,17,35,10,13,6,19,14,3,12,5,12,1,0,4.007333185,0,2.564949357
0,0,1,0,0,1,28,1,0,1,1,10,1,1,10,9,8,13,40,11,16,24,24,10,8,12,13,24,1,1,3.33220451,2.397895273,2.772588722
1,1,0,0,0,0,75,0,0,1,0,50,0,0,15,17,25,28,37,29,18,6,21,20,3,19,4,8,1,0,4.317488114,3.931825633,2.890371758
1,1,0,0,0,0,50,0,0,0,0,10,0,1,15,10,25,9,40,13,15,16,22,13,4,18,1,19,0,0,3.912023005,2.397895273,2.708050201
0,1,1,1,1,1,36,0,0,1,0,10,0,1,13,15,20,20,30,16,18,7,21,15,5,20,6,9,0,0,3.583518938,2.397895273,2.890371758
1,0,1,0,0,0,23,0,1,0,1,5,0,1,15,23,26,14,26,20,17,17,20,22,4,21,5,17,1,0,3.135494216,1.791759469,2.833213344
1,1,0,0,0,0,41,1,0,1,0,0,1,1,23,36,30,33,10,35,27,12,17,10,10,12,7,14,1,1,3.713572067,0,3.295836866
1,1,0,0,0,0,48,1,0,0,0,5,0,0,24,20,39,27,16,26,46,8,6,15,9,18,4,6,0,0,3.871201011,1.791759469,3.828641396
