female,white,black,hisp,asian,married,age,collegeS,collegeM,collegeD,calc,books,mathLike,income,big5O,big5C,big5E,big5A,big5N,AMAS,BDI,MCS,GSES,vocabPre,mathPre,vocabPost,mathPost,MCSpost,mathGrp,mathSel,logAge,logBooks,logBDI
1,1,0,0,0,0,23,1,1,1,0,10,0,1,31,28,25,31,24,24,13,15,15,11,6,11,4,18,0,1,3.135494216,2.397895273,2.564949357
1,0,1,0,0,0,39,1,0,0,1,5,0,1,20,21,13,19,27,21,20,10,21,19,6,15,8,13,0,0,3.663561646,1.791759469,2.995732274
0,1,0,0,0,0,28,0,0,0,0,0,1,1,18,15,29,17,33,15,13,16,18,14,7,15,12,15,0,1,3.33220451,0,2.564949357
0,1,0,0,0,0,36,0,0,0,0,5,1,1,14,9,11,9,40,21,14,12,23,8,5,17,5,12,0,0,3.583518938,1.791759469,2.63905733
0,1,0,0,0,0,62,1,0,1,1,20,1,0,23,9,35,13,29,9,16,24,19,19,11,21,15,24,0,1,4.127134385,3.044522438,2.772588722
1,1,0,0,0,0,25,1,1,1,0,5,0,1,29,27,22,22,23,23,13,14,15,12,4,11,4,14,1,1,3.218875825,1.791759469,2.564949357
1,0,1,0,0,0,28,1,0,0,1,20,0,1,13,9,23,11,19,25,13,6,12,18,7,14,7,6,0,0,3.33220451,3.044522438,2.564949357
0,1,0,0,0,0,26,1,1,1,0,5,0,1,27,24,18,28,25,23,13,13,13,13,4,11,8,15,1,0,3.258096538,1.791759469,2.564949357
0,1,0,0,0,0,33,0,0,0,1,0,1,0,23,16,34,22,32,10,13,15,18,15,11,16,15,20,1,0,3.496507561,0,2.564949357
0,1,0,0,0,1,43,1,0,0,0,0,1,1,30,9,16,15,36,11,13,18,24,9,10,17,7,18,0,1,3.761200116,0,2.564949357
0,1,0,0,0,0,26,1,1,0,1,5,1,1,14,10,12,9,40,9,13,22,22,9,7,10,10,22,0,1,3.258096538,1.791759469,2.564949357
1,1,0,0,0,0,29,1,1,0,0,60,0,1,24,27,36,21,22,17,13,12,13,12,4,22,8,12,0,0,3.36729583,4.110873864,2.564949357
0,1,0,0,0,0,29,0,0,0,0,5,1,0,30,25,34,28,10,26,31,8,9,15,6,14,6,14,1,0,3.36729583,1.791759469,3.433987204
1,1,0,0,0,1,42,0,0,0,0,25,0,1,30,9,36,17,37,33,13,6,20,14,2,16,6,6,0,0,3.737669618,3.258096538,2.564949357
1,1,0,0,0,1,45,1,1,1,0,10,0,1,29,13,11,21,38,26,16,12,22,16,8,22,9,12,0,0,3.80666249,2.397895273,2.772588722
0,0,1,0,0,0,34,0,0,0,1,15,0,0,21,11,33,21,40,10,14,9,22,19,4,20,8,16,1,1,3.526360525,2.772588722,2.63905733
0,0,1,0,0,0,27,0,0,0,0,10,0,1,25,27,38,16,21,43,32,11,13,15,4,14,10,16,1,0,3.295836866,2.397895273,3.465735903
1,1,0,0,0,0,48,0,0,0,0,10,1,0,31,30,34,27,11,26,36,9,12,16,6,18,8,15,1,0,3.871201011,2.397895273,3.583518938
1,1,0,0,0,0,47,0,0,0,1,15,1,1,29,14,38,18,18,17,15,11,12,16,10,20,12,12,0,0,3.850147602,2.772588722,2.708050201
1,1,0,0,0,0,33,1,0,0,1,5,0,1,26,25,27,32,23,19,18,12,21,12,4,14,7,7,1,0,3.496507561,1.791759469,2.890371758
1,1,0,0,0,0,47,0,0,0,0,10,0,1,37,15,30,12,29,16,21,12,18,8,3,12,2,6,1,0,3.850147602,2.397895273,3.044522438
0,1,0,0,0,1,75,0,0,0,0,30,0,1,27,18,32,21,33,36,13,12,22,18,8,18,8,16,1,0,4.317488114,3.433987204,2.564949357
0,0,1,0,0,0,38,0,0,0,0,0,1,0,32,11,26,24,36,14,13,6,21,13,10,15,10,17,1,0,3.63758616,0,2.564949357
0,1,0,0,0,0,30,0,0,0,0,60,0,0,23,26,27,29,32,18,16,12,17,22,3,21,13,14,1,0,3.401197382,4.110873864,2.772588722
0,0,1,0,1,1,27,1,1,1,1,5,1,1,26,24,26,15,31,35,18,15,18,14,8,16,11,18,0,1,3.295836866,1.791759469,2.890371758
0,1,0,0,0,1,44,1,0,0,1,5,0,1,14,15,14,15,36,17,13,24,18,18,11,22,13,24,0,0,3.784189634,1.791759469,2.564949357
1,1,0,0,0,1,47,1,0,1,0,60,0,1,15,14,29,20,13,23,17,10,14,19,8,19,11,18,1,0,3.850147602,4.110873864,2.833213344
1,1,0,0,1,0,34,1,1,1,1,30,0,1,19,13,24,24,32,13,13,18,18,21,9,23,13,18,0,0,3.526360525,3.433987204,2.564949357
0,1,0,0,0,0,51,0,0,0,0,5,0,0,29,13,38,25,31,45,13,6,17,19,7,24,5,6,0,0,3.931825633,1.791759469,2.564949357
0,1,0,0,0,1,39,1,1,1,1,0,1,1,30,10,26,21,37,25,25,7,20,12,5,21,11,6,0,0,3.663561646,0,3.218875825
0,1,0,0,0,0,46,1,1,0,1,0,1,0,35,27,38,19,31,16,13,22,14,20,12,18,15,24,1,1,3.828641396,0,2.564949357
0,1,0,0,0,0,33,1,1,1,0,0,0,1,12,9,11,11,40,22,13,6,22,14,7,17,8,12,1,0,3.496507561,0,2.564949357
0,1,0,0,0,1,31,1,0,0,1,0,0,1,26,25,30,17,24,12,15,18,18,11,9,12,7,18,0,0,3.433987204,0,2.708050201
1,1,0,1,0,1,34,0,0,0,0,10,1,1,30,17,23,25,25,12,18,8,21,7,4,13,7,9,0,0,3.526360525,2.397895273,2.890371758
0,1,0,0,0,0,35,1,0,0,0,10,0,0,19,22,12,25,29,16,27,6,20,13,5,17,5,6,1,0,3.555348061,2.397895273,3.295836866
1,1,0,0,0,1,54,1,0,0,0,5,0,1,37,17,28,22,22,28,15,11,17,17,7,21,8,12,0,0,3.988984047,1.791759469,2.708050201
1,1,0,0,0,1,40,0,0,0,0,15,0,0,13,21,38,20,12,20,23,20,16,16,4,10,5,10,1,0,3.688879454,2.772588722,3.135494216
0,0,1,0,0,0,37,0,1,1,0,5,1,0,22,15,33,21,36,9,14,18,18,14,12,19,13,22,1,1,3.610917913,1.791759469,2.63905733
1,1,0,0,0,1,42,0,0,0,0,10,0,1,27,18,20,18,25,35,19,14,15,17,3,18,4,14,0,0,3.737669618,2.397895273,2.944438979
0,1,0,0,0,0,41,0,0,0,1,15,1,1,20,24,10,39,40,9,13,24,24,18,12,19,12,24,1,1,3.713572067,2.772588722,2.564949357
1,1,0,0,0,1,49,0,0,0,0,20,0,1,38,24,18,10,24,34,25,11,8,15,10,21,9,13,0,0,3.891820298,3.044522438,3.218875825
0,0,0,0,1,0,34,1,1,1,1,20,1,1,24,20,36,22,25,12,23,24,16,22,12,23,15,24,1,1,3.526360525,3.044522438,3.135494216
1,1,0,1,0,0,31,0,1,1,1,5,1,0,30,24,20,22,18,16,38,19,10,16,10,21,14,22,1,1,3.433987204,1.791759469,3.63758616
1,1,0,0,0,0,34,1,0,0,1,5,0,1,10,13,8,12,29,39,22,7,23,14,7,12,9,6,1,0,3.526360525,1.791759469,3.091042453
0,1,0,0,0,0,28,1,1,1,1,5,0,0,18,23,24,23,23,18,21,24,18,11,11,19,15,24,0,1,3.33220451,1.791759469,3.044522438
0,1,0,0,0,0,39,1,1,1,1,20,0,1,13,9,31,17,31,16,24,18,18,21,12,23,15,18,0,0,3.663561646,3.044522438,3.17805383
0,1,0,0,0,1,31,1,0,1,1,5,1,1,20,17,30,22,23,23,16,20,20,9,12,18,12,24,1,1,3.433987204,1.791759469,2.772588722
1,1,0,0,0,0,31,0,0,0,0,20,0,1,17,37,20,27,10,43,32,6,9,21,5,23,6,6,0,0,3.433987204,3.044522438,3.465735903
1,1,0,0,0,0,26,1,0,1,1,5,1,1,25,30,33,17,18,18,33,20,14,8,8,12,10,24,1,1,3.258096538,1.791759469,3.496507561
0,1,0,0,0,1,63,1,0,0,1,0,0,1,16,23,31,27,15,14,23,18,17,22,9,22,10,22,0,0,4.143134726,0,3.135494216
0,0,1,0,0,0,28,0,0,0,1,20,0,0,16,13,40,27,30,13,24,15,16,11,5,17,7,16,0,0,3.33220451,3.044522438,3.17805383
0,0,1,0,0,0,33,0,0,0,0,5,1,1,22,24,24,34,22,11,22,12,18,18,4,23,5,12,1,0,3.496507561,1.791759469,3.091042453
1,0,1,0,0,0,24,0,0,0,1,5,1,0,18,22,36,12,21,26,26,19,15,10,6,10,7,19,1,1,3.17805383,1.791759469,3.258096538
0,0,0,1,0,0,26,0,0,0,0,0,0,0,27,20,37,33,15,29,39,12,9,9,6,17,11,16,1,0,3.258096538,0,3.663561646
0,0,1,0,0,1,50,0,0,0,1,0,1,1,35,11,20,16,34,12,13,24,18,20,12,21,13,24,0,1,3.912023005,0,2.564949357
1,1,0,0,0,0,51,1,0,0,1,25,0,0,17,22,22,20,34,12,15,24,21,23,11,23,12,24,0,0,3.931825633,3.258096538,2.708050201
1,0,0,0,1,0,28,1,1,0,0,15,0,1,28,21,37,29,16,27,25,18,12,14,11,17,15,24,1,0,3.33220451,2.772588722,3.218875825
0,1,0,0,0,0,58,1,0,1,1,10,0,1,22,16,33,13,24,15,15,14,20,18,8,20,9,15,0,0,4.060443011,2.397895273,2.708050201
0,1,0,0,0,1,53,0,0,0,0,0,1,0,31,13,29,13,36,23,15,8,19,21,4,23,8,8,0,1,3.970291914,0,2.708050201
1,1,0,1,0,0,60,0,0,0,0,5,0,1,14,13,9,15,39,45,13,6,24,12,3,16,2,6,0,0,4.094344562,1.791759469,2.564949357
1,1,0,0,0,0,36,1,0,0,0,10,0,1,16,9,20,12,35,11,15,19,23,13,7,13,11,21,1,0,3.583518938,2.397895273,2.708050201
0,1,0,0,0,0,28,0,0,0,1,5,0,1,31,18,40,15,23,39,35,12,11,11,2,20,5,12,0,0,3.33220451,1.791759469,3.555348061
1,1,0,0,0,0,54,1,0,0,0,15,0,1,20,9,21,10,39,16,13,12,23,17,7,22,10,13,0,0,3.988984047,2.772588722,2.564949357
1,1,0,0,0,1,48,0,0,0,0,5,0,1,37,20,29,25,19,24,39,6,7,13,4,15,5,7,1,1,3.871201011,1.791759469,3.663561646
0,0,1,0,0,1,41,0,0,0,1,10,0,1,25,13,26,14,35,23,17,10,18,23,3,19,6,6,1,0,3.713572067,2.397895273,2.833213344
1,1,0,0,0,0,43,0,1,0,0,10,1,0,22,11,36,24,22,13,20,15,16,20,10,24,12,16,0,1,3.761200116,2.397895273,2.995732274
1,0,1,0,0,1,29,1,1,0,0,5,1,1,26,13,25,14,26,16,19,13,16,19,7,19,9,12,1,0,3.36729583,1.791759469,2.944438979
1,1,0,0,0,1,36,0,0,0,0,5,0,0,18,18,28,18,21,20,17,6,18,16,1,20,4,12,1,0,3.583518938,1.791759469,2.833213344
1,1,0,0,0,1,48,1,0,1,1,5,1,1,39,13,28,26,13,15,14,19,16,15,11,21,14,22,1,1,3.871201011,1.791759469,2.63905733
1,1,0,0,0,0,35,0,0,0,0,25,0,1,11,20,21,17,23,19,18,14,15,17,10,23,10,14,0,0,3.555348061,3.258096538,2.890371758
0,0,0,0,1,0,29,1,0,0,0,5,0,1,17,11,32,13,23,20,27,15,14,11,10,20,9,15,0,0,3.36729583,1.791759469,3.295836866
0,1,0,0,0,1,49,1,1,1,1,5,1,1,13,9,8,22,32,16,13,24,19,15,12,14,13,24,1,1,3.891820298,1.791759469,2.564949357
1,1,0,0,0,1,44,1,0,0,1,5,1,1,45,20,36,19,20,19,13,13,16,11,11,21,10,13,0,1,3.784189634,1.791759469,2.564949357
1,1,0,0,0,1,30,0,0,1,1,5,0,1,19,9,22,13,40,25,36,21,23,16,3,15,3,17,0,0,3.401197382,1.791759469,3.583518938
0,1,0,0,0,0,40,1,0,0,1,5,0,0,39,21,36,13,37,19,22,6,16,13,4,19,8,6,0,0,3.688879454,1.791759469,3.091042453
1,1,0,0,0,1,60,1,0,0,1,5,0,1,33,13,36,15,32,19,14,9,22,19,11,18,8,20,1,0,4.094344562,1.791759469,2.63905733
0,1,0,0,0,0,41,0,0,0,0,5,0,0,30,19,23,13,30,25,13,11,16,12,5,15,7,17,1,0,3.713572067,1.791759469,2.564949357
1,0,1,0,0,0,40,0,0,0,0,5,0,0,27,27,31,30,16,16,26,12,12,9,3,11,5,12,0,0,3.688879454,1.791759469,3.258096538
1,1,0,0,0,1,38,1,1,0,0,5,0,1,28,35,15,23,30,19,19,12,18,17,6,13,8,12,1,0,3.63758616,1.791759469,2.944438979
0,0,1,0,0,0,34,1,0,0,1,5,0,1,27,15,17,23,31,18,17,20,17,12,7,15,8,19,0,0,3.526360525,1.791759469,2.833213344
1,1,0,0,0,1,35,0,0,0,0,5,0,1,46,28,37,18,31,12,13,15,20,10,11,14,10,22,1,1,3.555348061,1.791759469,2.564949357
0,1,1,0,0,0,27,0,0,0,1,0,1,1,22,14,26,12,29,11,13,24,19,12,11,18,15,24,1,1,3.295836866,0,2.564949357
0,1,0,0,0,0,50,1,0,0,1,5,0,1,28,15,29,30,19,10,14,19,19,18,12,23,8,19,0,0,3.912023005,1.791759469,2.63905733
0,1,0,0,0,0,47,0,0,1,1,20,1,0,35,18,37,10,15,9,18,21,13,20,12,24,15,22,0,1,3.850147602,3.044522438,2.890371758
1,0,0,0,1,0,39,1,1,0,1,10,0,1,22,18,33,32,34,16,13,11,18,21,12,24,11,14,0,0,3.663561646,2.397895273,2.564949357
0,1,0,0,0,1,30,0,0,0,0,15,0,1,25,10,24,20,26,25,16,12,20,21,6,17,6,12,0,0,3.401197382,2.772588722,2.772588722
1,0,1,0,0,1,50,0,0,1,0,10,0,1,14,9,18,10,40,22,13,10,23,16,2,16,8,8,1,0,3.912023005,2.397895273,2.564949357
1,1,0,0,0,1,48,1,0,0,0,5,0,1,50,35,20,16,17,26,29,15,10,8,10,17,9,15,0,0,3.871201011,1.791759469,3.36729583
0,1,0,0,0,0,53,0,0,1,0,5,0,1,20,9,29,14,40,11,13,13,21,17,7,16,8,14,1,0,3.970291914,1.791759469,2.564949357
0,1,0,0,0,0,28,0,0,0,0,5,0,0,21,35,37,21,19,23,39,16,7,17,8,21,7,19,1,0,3.33220451,1.791759469,3.663561646
1,0,1,0,0,0,29,1,0,0,1,10,0,1,16,9,17,9,36,24,13,18,16,8,11,7,13,24,1,1,3.36729583,2.397895273,2.564949357
0,0,1,1,0,1,44,1,0,0,1,10,1,1,27,20,23,25,25,26,14,16,14,10,3,13,3,13,1,0,3.784189634,2.397895273,2.63905733
1,1,0,0,0,0,37,0,0,0,1,5,0,0,15,18,30,12,39,37,17,18,18,10,5,12,7,18,0,0,3.610917913,1.791759469,2.833213344
1,1,0,0,0,0,31,1,1,1,1,5,0,0,22,15,27,13,27,20,21,18,19,22,11,21,15,24,1,1,3.433987204,1.791759469,3.044522438
1,1,0,0,0,0,22,0,0,0,0,15,0,1,25,21,22,36,30,16,13,12,22,23,5,24,8,12,1,0,3.091042453,2.772588722,2.564949357
1,0,0,0,1,1,30,1,0,0,0,0,1,1,24,22,28,21,20,24,38,10,16,11,5,12,8,24,1,0,3.401197382,0,3.63758616
1,0,0,0,1,0,63,1,1,1,1,0,1,0,31,18,30,17,25,11,17,17,15,9,10,10,10,14,0,1,4.143134726,0,2.833213344
1,1,0,0,0,0,62,1,0,0,0,60,0,1,19,32,23,25,14,37,22,8,13,23,8,24,10,8,0,1,4.127134385,4.110873864,3.091042453
1,1,0,0,0,1,56,0,0,0,0,15,0,0,28,22,27,20,20,20,23,7,17,18,2,18,5,6,1,0,4.025351691,2.772588722,3.135494216
1,1,0,0,0,0,39,1,0,1,1,50,1,0,16,12,34,23,18,11,13,24,18,24,11,24,15,24,0,0,3.663561646,3.931825633,2.564949357
0,1,0,0,0,0,66,0,0,0,0,5,0,0,27,24,31,26,29,23,18,14,15,20,10,22,12,15,0,0,4.189654742,1.791759469,2.890371758
1,1,0,0,0,0,71,1,1,1,1,60,0,0,14,26,30,30,22,32,28,12,17,24,8,22,9,14,0,1,4.262679877,4.110873864,3.33220451
0,0,1,0,0,0,30,1,1,1,0,10,0,1,19,15,18,16,37,16,13,11,18,14,9,15,9,18,1,0,3.401197382,2.397895273,2.564949357
0,1,0,0,0,0,36,0,0,0,0,15,0,1,19,22,33,29,16,22,21,6,17,17,7,23,8,8,0,0,3.583518938,2.772588722,3.044522438
0,1,0,0,0,0,52,0,0,0,0,5,0,1,28,16,22,17,25,26,25,18,17,16,5,19,10,18,1,0,3.951243719,1.791759469,3.218875825
0,1,0,0,0,1,52,0,0,0,0,5,1,1,24,10,17,27,32,13,16,17,21,14,8,15,10,19,0,0,3.951243719,1.791759469,2.772588722
1,1,0,0,0,1,54,1,1,1,0,15,0,1,11,17,37,23,22,29,28,6,16,24,11,24,11,6,0,0,3.988984047,2.772588722,3.33220451
1,0,0,1,0,0,32,0,0,0,1,60,0,0,23,29,25,23,18,24,18,15,16,21,8,23,13,18,1,0,3.465735903,4.110873864,2.890371758
0,1,0,0,0,0,36,1,1,1,1,10,1,0,37,13,33,22,33,12,13,20,19,17,9,17,11,21,0,1,3.583518938,2.397895273,2.564949357
1,1,0,0,0,0,38,1,1,0,0,0,0,1,16,16,32,24,29,27,16,13,20,14,7,14,12,23,1,0,3.63758616,0,2.772588722
0,1,0,0,0,0,32,0,0,0,0,15,0,1,22,23,27,26,17,11,16,12,12,19,6,19,9,18,1,0,3.465735903,2.772588722,2.772588722
1,1,0,0,0,0,41,0,0,0,0,5,0,1,23,16,35,12,11,26,34,6,11,17,7,18,3,6,0,0,3.713572067,1.791759469,3.526360525
0,1,0,0,0,1,54,1,0,0,1,5,1,1,24,17,16,24,25,14,19,11,18,23,11,24,10,15,1,0,3.988984047,1.791759469,2.944438979
1,1,0,0,0,1,48,1,1,1,1,5,1,1,20,14,15,15,33,13,15,22,18,19,11,22,13,23,0,1,3.871201011,1.791759469,2.708050201
0,1,0,0,0,0,34,1,1,1,1,15,0,1,14,10,25,16,37,11,13,12,24,21,10,23,10,6,0,0,3.526360525,2.772588722,2.564949357
0,0,1,0,0,0,27,0,0,0,0,5,0,0,18,23,15,21,20,15,16,12,19,10,1,10,1,12,1,0,3.295836866,1.791759469,2.772588722
0,1,0,0,0,0,37,0,1,0,0,5,0,1,35,30,35,26,24,11,16,6,10,17,8,20,4,6,0,0,3.610917913,1.791759469,2.772588722
0,0,0,1,0,1,37,1,0,0,0,60,0,1,15,20,36,36,27,26,24,6,20,19,5,18,7,6,1,0,3.610917913,4.110873864,3.17805383
1,1,0,0,0,0,33,1,0,0,0,25,0,0,24,15,36,20,19,45,27,6,18,20,4,20,9,6,1,0,3.496507561,3.258096538,3.295836866
0,0,0,0,1,1,51,0,0,0,1,0,1,1,19,16,27,29,25,14,19,18,20,18,12,16,15,24,1,1,3.931825633,0,2.944438979
0,1,0,0,0,1,42,0,0,0,1,5,1,1,15,9,21,11,35,11,13,16,18,16,3,15,6,18,1,0,3.737669618,1.791759469,2.564949357
1,1,0,0,0,1,31,0,0,0,1,60,0,1,25,16,12,13,26,25,13,8,18,21,7,16,5,11,0,0,3.433987204,4.110873864,2.564949357
1,1,0,0,0,1,43,1,0,0,0,45,0,1,16,12,32,23,29,25,15,6,17,21,8,21,13,6,1,0,3.761200116,3.828641396,2.708050201
0,1,0,1,0,0,34,1,1,1,1,5,0,1,20,11,25,18,34,27,19,17,20,12,10,14,10,21,1,0,3.526360525,1.791759469,2.944438979
1,1,0,0,0,1,47,1,0,0,0,15,0,1,23,13,20,24,28,15,13,21,21,15,9,14,10,24,1,0,3.850147602,2.772588722,2.564949357
0,1,0,0,0,1,50,1,1,1,0,20,0,1,36,13,32,13,40,11,13,11,23,21,9,23,12,11,0,0,3.912023005,3.044522438,2.564949357
0,1,0,0,0,1,27,1,0,0,0,0,1,1,21,11,28,18,29,13,16,22,20,10,8,19,11,22,0,0,3.295836866,0,2.772588722
1,1,0,0,0,0,39,0,0,0,0,40,0,0,15,19,26,17,20,27,16,11,16,16,4,15,6,13,1,0,3.663561646,3.713572067,2.772588722
1,1,0,0,0,1,42,0,0,0,1,60,0,1,15,14,12,9,36,15,14,10,19,15,8,19,6,8,0,1,3.737669618,4.110873864,2.63905733
1,0,0,0,1,1,39,1,1,1,1,10,1,1,20,23,19,26,21,36,17,16,20,13,4,6,7,21,1,1,3.663561646,2.397895273,2.833213344
0,1,0,0,0,0,42,1,0,0,1,5,1,0,16,14,29,13,30,14,22,18,21,14,12,17,14,18,0,1,3.737669618,1.791759469,3.091042453
1,1,0,0,0,0,32,0,0,0,0,5,0,1,35,19,36,17,11,19,33,7,8,13,5,18,1,7,0,0,3.465735903,1.791759469,3.496507561
0,1,0,0,0,0,26,0,1,1,0,0,0,1,21,24,21,25,22,37,21,13,9,12,2,8,6,13,0,0,3.258096538,0,3.044522438
0,1,0,0,0,0,34,0,0,0,0,5,0,0,29,20,37,16,29,9,13,8,16,16,10,22,8,9,0,1,3.526360525,1.791759469,2.564949357
0,1,0,0,0,0,45,1,0,0,0,5,0,0,22,20,35,20,34,16,18,11,12,19,9,21,8,12,0,0,3.80666249,1.791759469,2.890371758
0,1,0,0,0,0,57,1,0,0,1,10,1,1,13,22,34,24,20,15,25,8,18,17,12,17,12,24,1,1,4.043051268,2.397895273,3.218875825
0,1,0,0,0,0,44,0,0,0,0,5,0,0,18,13,18,14,32,11,13,12,18,20,8,20,7,12,0,1,3.784189634,1.791759469,2.564949357
0,1,0,0,0,0,32,0,0,0,0,0,0,0,21,14,32,15,26,13,15,9,18,11,8,17,10,16,1,0,3.465735903,0,2.708050201
1,1,0,0,0,1,23,0,0,0,0,15,0,1,27,22,28,20,15,26,15,10,14,14,6,15,7,8,1,1,3.135494216,2.772588722,2.708050201
0,1,0,0,0,1,32,1,1,1,1,10,0,1,21,20,22,26,26,28,40,19,19,17,3,9,10,19,1,1,3.465735903,2.397895273,3.688879454
1,0,0,0,0,1,38,0,0,0,0,60,0,1,20,18,36,18,23,22,13,12,18,21,6,22,8,12,1,0,3.63758616,4.110873864,2.564949357
0,0,0,0,0,0,30,0,1,0,0,5,1,1,20,14,24,19,29,19,21,17,21,12,9,14,11,19,0,0,3.401197382,1.791759469,3.044522438
0,1,0,0,0,1,33,0,0,0,1,10,0,0,16,27,14,13,18,19,14,7,17,13,10,20,10,19,1,1,3.496507561,2.397895273,2.63905733
0,1,0,0,0,0,34,0,0,1,0,25,0,1,16,13,19,24,30,15,15,17,21,15,6,15,9,16,1,0,3.526360525,3.258096538,2.708050201
1,1,0,0,0,0,28,0,1,0,0,30,0,1,24,18,24,20,25,26,15,12,18,8,5,8,1,14,1,0,3.33220451,3.433987204,2.708050201
1,1,0,0,0,1,50,1,1,1,1,10,0,1,15,12,25,9,24,9,15,21,22,19,12,23,15,24,1,0,3.912023005,2.397895273,2.708050201
0,1,0,0,0,0,46,1,0,1,0,10,1,1,24,9,32,9,30,18,15,20,22,12,10,17,11,18,1,1,3.828641396,2.397895273,2.708050201
1,1,0,0,0,0,30,1,0,0,0,5,0,1,20,11,26,30,28,34,17,17,22,14,2,19,7,16,1,0,3.401197382,1.791759469,2.833213344
1,1,0,0,0,0,22,1,1,1,1,25,0,1,11,13,16,14,18,14,17,24,19,12,11,16,14,24,1,1,3.091042453,3.258096538,2.833213344
1,1,0,1,0,0,35,0,0,0,0,10,0,1,20,18,16,30,18,20,22,14,17,13,10,19,12,14,0,0,3.555348061,2.397895273,3.091042453
0,1,0,0,0,0,32,0,0,0,0,60,0,0,19,19,30,38,35,30,13,24,24,15,4,17,11,23,1,0,3.465735903,4.110873864,2.564949357
0,0,1,0,0,0,26,0,0,0,0,60,0,1,33,14,31,9,38,9,13,10,21,11,2,14,3,6,1,0,3.258096538,4.110873864,2.564949357
0,0,0,0,1,1,22,0,0,0,0,5,0,1,28,17,30,16,24,22,18,18,17,9,11,16,14,18,1,0,3.091042453,1.791759469,2.890371758
1,0,1,0,0,0,34,0,0,0,0,10,0,1,12,26,36,14,17,15,28,8,17,19,6,17,5,9,0,0,3.526360525,2.397895273,3.33220451
0,1,0,0,0,0,48,1,0,0,1,5,0,0,13,24,28,20,27,36,31,7,17,17,6,21,8,7,0,0,3.871201011,1.791759469,3.433987204
1,1,0,0,0,0,31,1,1,1,1,5,0,1,21,22,31,18,17,36,13,13,18,14,7,13,4,6,1,0,3.433987204,1.791759469,2.564949357
1,0,1,0,0,0,52,0,0,0,1,10,0,0,18,15,27,13,32,24,16,14,19,18,2,16,8,16,1,0,3.951243719,2.397895273,2.772588722
1,1,0,0,0,1,71,1,0,0,0,20,0,1,22,24,14,16,25,14,13,16,18,19,7,18,9,15,0,0,4.262679877,3.044522438,2.564949357
1,0,1,0,0,0,23,0,1,0,0,5,0,1,15,19,28,16,30,21,19,13,19,19,8,22,9,13,0,0,3.135494216,1.791759469,2.944438979
0,0,0,0,1,0,40,1,0,0,1,5,1,1,28,35,32,35,8,15,35,24,7,14,11,15,15,24,1,1,3.688879454,1.791759469,3.555348061
0,1,0,0,0,0,54,0,1,1,0,0,0,1,23,15,24,16,27,18,15,8,15,18,9,22,8,7,0,0,3.988984047,0,2.708050201
0,0,0,1,0,0,21,0,1,1,1,15,0,0,15,26,38,14,13,41,15,13,17,19,7,22,6,11,0,0,3.044522438,2.772588722,2.708050201
0,1,0,0,0,0,46,1,1,1,1,10,0,0,16,14,21,29,17,14,17,23,17,23,11,23,14,24,1,1,3.828641396,2.397895273,2.833213344
1,1,0,0,0,1,38,1,0,0,0,60,0,1,11,9,34,16,16,28,22,13,20,20,7,23,8,14,1,0,3.63758616,4.110873864,3.091042453
0,1,0,0,0,1,62,0,0,0,0,5,0,1,39,15,25,22,16,38,21,6,16,15,5,11,7,6,1,0,4.127134385,1.791759469,3.044522438
1,0,1,0,0,0,64,1,0,0,1,5,1,1,17,18,21,24,22,35,24,6,16,21,3,20,4,6,1,0,4.158883083,1.791759469,3.17805383
0,0,0,0,0,1,41,0,0,0,1,10,1,1,21,13,21,17,29,19,14,20,18,10,2,13,5,18,0,1,3.713572067,2.397895273,2.63905733
1,1,0,1,0,0,34,1,0,0,1,5,0,1,19,23,22,27,17,26,23,12,16,15,8,15,7,6,1,0,3.526360525,1.791759469,3.135494216
0,1,0,0,0,1,40,0,0,0,0,10,0,0,19,15,20,17,32,9,21,6,20,13,8,16,6,6,0,0,3.688879454,2.397895273,3.044522438
1,1,0,0,0,1,43,0,1,0,0,10,0,1,17,20,21,24,27,21,13,12,18,14,4,14,6,12,1,0,3.761200116,2.397895273,2.564949357
0,1,0,0,0,1,36,1,0,1,1,20,1,1,28,18,25,18,24,15,13,12,14,13,10,14,9,12,0,0,3.583518938,3.044522438,2.564949357
0,0,0,1,0,0,30,0,1,0,1,5,0,0,26,30,37,21,9,39,31,15,13,15,6,15,7,19,1,1,3.401197382,1.791759469,3.433987204
0,1,0,0,0,0,60,0,1,1,0,25,0,0,31,15,39,19,22,24,22,6,21,17,6,17,6,9,1,0,4.094344562,3.258096538,3.091042453
1,1,0,0,0,0,40,0,0,0,0,20,0,0,14,17,40,13,12,25,33,6,6,13,8,13,6,6,1,0,3.688879454,3.044522438,3.496507561
1,1,0,0,0,0,37,1,0,0,0,30,1,1,26,35,25,35,9,16,49,12,7,22,6,21,8,12,0,0,3.610917913,3.433987204,3.891820298
1,1,0,0,0,0,32,0,0,0,0,30,0,0,27,26,40,25,8,28,43,12,10,13,5,24,5,12,0,0,3.465735903,3.433987204,3.761200116
1,1,0,0,0,1,46,0,0,0,0,25,0,1,24,16,32,16,15,38,24,6,11,16,4,17,4,6,0,0,3.828641396,3.258096538,3.17805383
0,1,0,0,0,0,27,1,0,0,1,5,1,1,29,30,30,25,26,16,17,20,16,12,11,16,14,24,1,1,3.295836866,1.791759469,2.833213344
